v,s,i,dim,label,code
wcde-v30,5,ggapmys15,year,2060,22
wcde-v30,5,ggapmys15,year,2065,23
wcde-v30,5,ggapmys15,year,2070,24
wcde-v30,5,ggapmys15,year,2075,25
wcde-v30,5,ggapmys15,year,2080,26
wcde-v30,5,ggapmys15,year,2085,27
wcde-v30,5,ggapmys15,year,2090,28
wcde-v30,5,ggapmys15,year,2095,29
wcde-v30,5,ggapmys15,year,2100,30
wcde-v30,5,ggapmys25,age,All,0
wcde-v30,5,ggapmys25,edu,Total,0
wcde-v30,5,ggapmys25,sex,Both,0
wcde-v30,5,ggapmys25,year,2020,14
wcde-v30,5,ggapmys25,year,2025,15
wcde-v30,5,ggapmys25,year,2030,16
wcde-v30,5,ggapmys25,year,2035,17
wcde-v30,5,ggapmys25,year,2040,18
wcde-v30,5,ggapmys25,year,2045,19
wcde-v30,5,ggapmys25,year,2050,20
wcde-v30,5,ggapmys25,year,2055,21
wcde-v30,5,ggapmys25,year,2060,22
wcde-v30,5,ggapmys25,year,2065,23
wcde-v30,5,ggapmys25,year,2070,24
wcde-v30,5,ggapmys25,year,2075,25
wcde-v30,5,ggapmys25,year,2080,26
wcde-v30,5,ggapmys25,year,2085,27
wcde-v30,5,ggapmys25,year,2090,28
wcde-v30,5,ggapmys25,year,2095,29
wcde-v30,5,ggapmys25,year,2100,30
wcde-v30,5,growth,age,All,0
wcde-v30,5,growth,edu,Total,0
wcde-v30,5,growth,sex,Both,0
wcde-v30,5,growth,year,2020,14
wcde-v30,5,growth,year,2025,15
wcde-v30,5,growth,year,2030,16
wcde-v30,5,growth,year,2035,17
wcde-v30,5,growth,year,2040,18
wcde-v30,5,growth,year,2045,19
wcde-v30,5,growth,year,2050,20
wcde-v30,5,growth,year,2055,21
wcde-v30,5,growth,year,2060,22
wcde-v30,5,growth,year,2065,23
wcde-v30,5,growth,year,2070,24
wcde-v30,5,growth,year,2075,25
wcde-v30,5,growth,year,2080,26
wcde-v30,5,growth,year,2085,27
wcde-v30,5,growth,year,2090,28
wcde-v30,5,growth,year,2095,29
wcde-v30,5,imm,age,All,0
wcde-v30,5,imm,edu,Total,0
wcde-v30,5,imm,sex,Both,0
wcde-v30,5,imm,year,2020,14
wcde-v30,5,imm,year,2025,15
wcde-v30,5,imm,year,2030,16
wcde-v30,5,imm,year,2035,17
wcde-v30,5,imm,year,2040,18
wcde-v30,5,imm,year,2045,19
wcde-v30,5,imm,year,2050,20
wcde-v30,5,imm,year,2055,21
wcde-v30,5,imm,year,2060,22
wcde-v30,5,imm,year,2065,23
wcde-v30,5,imm,year,2070,24
wcde-v30,5,imm,year,2075,25
wcde-v30,5,imm,year,2080,26
wcde-v30,5,imm,year,2085,27
wcde-v30,5,imm,year,2090,28
wcde-v30,5,imm,year,2095,29
wcde-v30,5,macb,age,All,0
wcde-v30,5,macb,edu,Total,0
wcde-v30,5,macb,sex,Female,2
wcde-v30,5,macb,year,2020,14
wcde-v30,5,macb,year,2025,15
wcde-v30,5,macb,year,2030,16
wcde-v30,5,macb,year,2035,17
wcde-v30,5,macb,year,2040,18
wcde-v30,5,macb,year,2045,19
wcde-v30,5,macb,year,2050,20
wcde-v30,5,macb,year,2055,21
wcde-v30,5,macb,year,2060,22
wcde-v30,5,macb,year,2065,23
wcde-v30,5,macb,year,2070,24
wcde-v30,5,macb,year,2075,25
wcde-v30,5,macb,year,2080,26
wcde-v30,5,macb,year,2085,27
wcde-v30,5,macb,year,2090,28
wcde-v30,5,macb,year,2095,29
wcde-v30,5,mage,age,All,0
wcde-v30,5,mage,edu,Total,0
wcde-v30,5,mage,sex,Both,0
wcde-v30,5,mage,year,2020,14
wcde-v30,5,mage,year,2025,15
wcde-v30,5,mage,year,2030,16
wcde-v30,5,mage,year,2035,17
wcde-v30,5,mage,year,2040,18
wcde-v30,5,mage,year,2045,19
wcde-v30,5,mage,year,2050,20
wcde-v30,5,mage,year,2055,21
wcde-v30,5,mage,year,2060,22
wcde-v30,5,mage,year,2065,23
wcde-v30,5,mage,year,2070,24
wcde-v30,5,mage,year,2075,25
wcde-v30,5,mage,year,2080,26
wcde-v30,5,mage,year,2085,27
wcde-v30,5,mage,year,2090,28
wcde-v30,5,mage,year,2095,29
wcde-v30,5,mage,year,2100,30
wcde-v30,5,mys,age,15--19,4
wcde-v30,5,mys,edu,Total,0
wcde-v30,5,mys,sex,Both,0
wcde-v30,5,mys,year,2020,14
wcde-v30,5,mys,age,20--24,5
wcde-v30,5,mys,age,25--29,6
wcde-v30,5,mys,age,30--34,7
wcde-v30,5,mys,age,35--39,8
wcde-v30,5,mys,age,40--44,9
wcde-v30,5,mys,age,45--49,10
wcde-v30,5,mys,age,50--54,11
wcde-v30,5,mys,age,55--59,12
wcde-v30,5,mys,age,60--64,13
wcde-v30,5,mys,age,65--69,14
wcde-v30,5,mys,age,70--74,15
wcde-v30,5,mys,age,75--79,16
wcde-v30,5,mys,age,80--84,17
wcde-v30,5,mys,age,85--89,18
wcde-v30,5,mys,age,90--94,19
wcde-v30,5,mys,age,95--99,20
wcde-v30,5,mys,age,100+,21
wcde-v30,5,mys,sex,Male,1
wcde-v30,5,mys,sex,Female,2
wcde-v30,5,mys,year,2025,15
wcde-v30,5,mys,year,2030,16
wcde-v30,5,mys,year,2035,17
wcde-v30,5,mys,year,2040,18
wcde-v30,5,mys,year,2045,19
wcde-v30,5,mys,year,2050,20
wcde-v30,5,mys,year,2055,21
wcde-v30,5,mys,year,2060,22
wcde-v30,5,mys,year,2065,23
wcde-v30,5,mys,year,2070,24
wcde-v30,5,mys,year,2075,25
wcde-v30,5,mys,year,2080,26
wcde-v30,5,mys,year,2085,27
wcde-v30,5,mys,year,2090,28
wcde-v30,5,mys,year,2095,29
wcde-v30,5,mys,year,2100,30
wcde-v30,5,net,age,All,0
wcde-v30,5,net,edu,Total,0
wcde-v30,5,net,sex,Both,0
wcde-v30,5,net,year,2020,14
wcde-v30,5,net,year,2025,15
wcde-v30,5,net,year,2030,16
wcde-v30,5,net,year,2035,17
wcde-v30,5,net,year,2040,18
wcde-v30,5,net,year,2045,19
wcde-v30,5,net,year,2050,20
wcde-v30,5,net,year,2055,21
wcde-v30,5,net,year,2060,22
wcde-v30,5,net,year,2065,23
wcde-v30,5,net,year,2070,24
wcde-v30,5,net,year,2075,25
wcde-v30,5,net,year,2080,26
wcde-v30,5,net,year,2085,27
wcde-v30,5,net,year,2090,28
wcde-v30,5,net,year,2095,29
wcde-v30,5,netedu,age,All,0
wcde-v30,5,netedu,edu,No Education,2
wcde-v30,5,netedu,sex,Both,0
wcde-v30,5,netedu,year,2020,14
wcde-v30,5,netedu,edu,Incomplete Primary,3
wcde-v30,5,netedu,edu,Primary,4
wcde-v30,5,netedu,edu,Lower Secondary,5
wcde-v30,5,netedu,edu,Upper Secondary,6
wcde-v30,5,netedu,edu,Post Secondary,7
wcde-v30,5,netedu,year,2025,15
wcde-v30,5,netedu,year,2030,16
wcde-v30,5,netedu,year,2035,17
wcde-v30,5,netedu,year,2040,18
wcde-v30,5,netedu,year,2045,19
wcde-v30,5,netedu,year,2050,20
wcde-v30,5,netedu,year,2055,21
wcde-v30,5,netedu,year,2060,22
wcde-v30,5,netedu,year,2065,23
wcde-v30,5,netedu,year,2070,24
wcde-v30,5,netedu,year,2075,25
wcde-v30,5,netedu,year,2080,26
wcde-v30,5,netedu,year,2085,27
wcde-v30,5,netedu,year,2090,28
wcde-v30,5,netedu,year,2095,29
wcde-v30,5,nirate,age,All,0
wcde-v30,5,nirate,edu,Total,0
wcde-v30,5,nirate,sex,Both,0
wcde-v30,5,nirate,year,2020,14
wcde-v30,5,nirate,year,2025,15
wcde-v30,5,nirate,year,2030,16
wcde-v30,5,nirate,year,2035,17
wcde-v30,5,nirate,year,2040,18
wcde-v30,5,nirate,year,2045,19
wcde-v30,5,nirate,year,2050,20
wcde-v30,5,nirate,year,2055,21
wcde-v30,5,nirate,year,2060,22
wcde-v30,5,nirate,year,2065,23
wcde-v30,5,nirate,year,2070,24
wcde-v30,5,nirate,year,2075,25
wcde-v30,5,nirate,year,2080,26
wcde-v30,5,nirate,year,2085,27
wcde-v30,5,nirate,year,2090,28
wcde-v30,5,nirate,year,2095,29
wcde-v30,5,odr,age,All,0
wcde-v30,5,odr,edu,Total,0
wcde-v30,5,odr,sex,Both,0
wcde-v30,5,odr,year,2020,14
wcde-v30,5,odr,year,2025,15
wcde-v30,5,odr,year,2030,16
wcde-v30,5,odr,year,2035,17
wcde-v30,5,odr,year,2040,18
wcde-v30,5,odr,year,2045,19
wcde-v30,5,odr,year,2050,20
wcde-v30,5,odr,year,2055,21
wcde-v30,5,odr,year,2060,22
wcde-v30,5,odr,year,2065,23
wcde-v30,5,odr,year,2070,24
wcde-v30,5,odr,year,2075,25
wcde-v30,5,odr,year,2080,26
wcde-v30,5,odr,year,2085,27
wcde-v30,5,odr,year,2090,28
wcde-v30,5,odr,year,2095,29
wcde-v30,5,odr,year,2100,30
wcde-v30,5,pop,age,All,0
wcde-v30,5,pop,edu,Total,0
wcde-v30,5,pop,sex,Both,0
wcde-v30,5,pop,year,2020,14
wcde-v30,5,pop,age,0--4,1
wcde-v30,5,pop,age,5--9,2
wcde-v30,5,pop,age,10--14,3
wcde-v30,5,pop,age,15--19,4
wcde-v30,5,pop,age,20--24,5
wcde-v30,5,pop,age,25--29,6
wcde-v30,5,pop,age,30--34,7
wcde-v30,5,pop,age,35--39,8
wcde-v30,5,pop,age,40--44,9
wcde-v30,5,pop,age,45--49,10
wcde-v30,5,pop,age,50--54,11
wcde-v30,5,pop,age,55--59,12
wcde-v30,5,pop,age,60--64,13
wcde-v30,5,pop,age,65--69,14
wcde-v30,5,pop,age,70--74,15
wcde-v30,5,pop,age,75--79,16
wcde-v30,5,pop,age,80--84,17
wcde-v30,5,pop,age,85--89,18
wcde-v30,5,pop,age,90--94,19
wcde-v30,5,pop,age,95--99,20
wcde-v30,5,pop,age,100+,21
wcde-v30,5,pop,sex,Male,1
wcde-v30,5,pop,sex,Female,2
wcde-v30,5,pop,year,2025,15
wcde-v30,5,pop,year,2030,16
wcde-v30,5,pop,year,2035,17
wcde-v30,5,pop,year,2040,18
wcde-v30,5,pop,year,2045,19
wcde-v30,5,pop,year,2050,20
wcde-v30,5,pop,year,2055,21
wcde-v30,5,pop,year,2060,22
wcde-v30,5,pop,year,2065,23
wcde-v30,5,pop,year,2070,24
wcde-v30,5,pop,year,2075,25
wcde-v30,5,pop,year,2080,26
wcde-v30,5,pop,year,2085,27
wcde-v30,5,pop,year,2090,28
wcde-v30,5,pop,year,2095,29
wcde-v30,5,pop,year,2100,30
wcde-v30,5,prop,age,15--19,4
wcde-v30,5,prop,edu,No Education,2
wcde-v30,5,prop,sex,Both,0
wcde-v30,5,prop,year,2020,14
wcde-v30,5,prop,edu,Incomplete Primary,3
wcde-v30,5,prop,edu,Primary,4
wcde-v30,5,prop,edu,Lower Secondary,5
wcde-v30,5,prop,edu,Upper Secondary,6
wcde-v30,5,prop,edu,Post Secondary,7
wcde-v30,5,prop,edu,Short Post Secondary,8
wcde-v30,5,prop,edu,Bachelor,9
wcde-v30,5,prop,edu,Master and higher,10
wcde-v30,5,prop,age,20--24,5
wcde-v30,5,prop,age,25--29,6
wcde-v30,5,prop,age,30--34,7
wcde-v30,5,prop,age,35--39,8
wcde-v30,5,prop,age,40--44,9
wcde-v30,5,prop,age,45--49,10
wcde-v30,5,prop,age,50--54,11
wcde-v30,5,prop,age,55--59,12
wcde-v30,5,prop,age,60--64,13
wcde-v30,5,prop,age,65--69,14
wcde-v30,5,prop,age,70--74,15
wcde-v30,5,prop,age,75--79,16
wcde-v30,5,prop,age,80--84,17
wcde-v30,5,prop,age,85--89,18
wcde-v30,5,prop,age,90--94,19
wcde-v30,5,prop,age,95--99,20
wcde-v30,5,prop,age,100+,21
wcde-v30,5,prop,sex,Male,1
wcde-v30,5,prop,sex,Female,2
wcde-v30,5,prop,year,2025,15
wcde-v30,5,prop,year,2030,16
wcde-v30,5,prop,year,2035,17
wcde-v30,5,prop,year,2040,18
wcde-v30,5,prop,year,2045,19
wcde-v30,5,prop,year,2050,20
wcde-v30,5,prop,year,2055,21
wcde-v30,5,prop,year,2060,22
wcde-v30,5,prop,year,2065,23
wcde-v30,5,prop,year,2070,24
wcde-v30,5,prop,year,2075,25
wcde-v30,5,prop,year,2080,26
wcde-v30,5,prop,year,2085,27
wcde-v30,5,prop,year,2090,28
wcde-v30,5,prop,year,2095,29
wcde-v30,5,prop,year,2100,30
wcde-v30,5,pryl15,age,All,0
wcde-v30,5,pryl15,edu,Total,0
wcde-v30,5,pryl15,sex,Male,1
wcde-v30,5,pryl15,year,2020,14
wcde-v30,5,pryl15,sex,Female,2
wcde-v30,5,pryl15,year,2025,15
wcde-v30,5,pryl15,year,2030,16
wcde-v30,5,pryl15,year,2035,17
wcde-v30,5,pryl15,year,2040,18
wcde-v30,5,pryl15,year,2045,19
wcde-v30,5,pryl15,year,2050,20
wcde-v30,5,pryl15,year,2055,21
wcde-v30,5,pryl15,year,2060,22
wcde-v30,5,pryl15,year,2065,23
wcde-v30,5,pryl15,year,2070,24
wcde-v30,5,pryl15,year,2075,25
wcde-v30,5,pryl15,year,2080,26
wcde-v30,5,pryl15,year,2085,27
wcde-v30,5,pryl15,year,2090,28
wcde-v30,5,pryl15,year,2095,29
wcde-v30,5,ryl15,age,All,0
wcde-v30,5,ryl15,edu,Total,0
wcde-v30,5,ryl15,sex,Male,1
wcde-v30,5,ryl15,year,2020,14
wcde-v30,5,ryl15,sex,Female,2
wcde-v30,5,ryl15,year,2025,15
wcde-v30,5,ryl15,year,2030,16
wcde-v30,5,ryl15,year,2035,17
wcde-v30,5,ryl15,year,2040,18
wcde-v30,5,ryl15,year,2045,19
wcde-v30,5,ryl15,year,2050,20
wcde-v30,5,ryl15,year,2055,21
wcde-v30,5,ryl15,year,2060,22
wcde-v30,5,ryl15,year,2065,23
wcde-v30,5,ryl15,year,2070,24
wcde-v30,5,ryl15,year,2075,25
wcde-v30,5,ryl15,year,2080,26
wcde-v30,5,ryl15,year,2085,27
wcde-v30,5,ryl15,year,2090,28
wcde-v30,5,ryl15,year,2095,29
wcde-v30,5,sexratio,age,All,0
wcde-v30,5,sexratio,edu,Total,0
wcde-v30,5,sexratio,sex,Both,0
wcde-v30,5,sexratio,year,2020,14
wcde-v30,5,sexratio,age,0--4,1
wcde-v30,5,sexratio,age,5--9,2
wcde-v30,5,sexratio,age,10--14,3
wcde-v30,5,sexratio,age,15--19,4
wcde-v30,5,sexratio,age,20--24,5
wcde-v30,5,sexratio,age,25--29,6
wcde-v30,5,sexratio,age,30--34,7
wcde-v30,5,sexratio,age,35--39,8
wcde-v30,5,sexratio,age,40--44,9
wcde-v30,5,sexratio,age,45--49,10
wcde-v30,5,sexratio,age,50--54,11
wcde-v30,5,sexratio,age,55--59,12
wcde-v30,5,sexratio,age,60--64,13
wcde-v30,5,sexratio,age,65--69,14
wcde-v30,5,sexratio,age,70--74,15
wcde-v30,5,sexratio,age,75--79,16
wcde-v30,5,sexratio,age,80--84,17
wcde-v30,5,sexratio,age,85--89,18
wcde-v30,5,sexratio,age,90--94,19
wcde-v30,5,sexratio,age,95--99,20
wcde-v30,5,sexratio,age,100+,21
wcde-v30,5,sexratio,year,2025,15
wcde-v30,5,sexratio,year,2030,16
wcde-v30,5,sexratio,year,2035,17
wcde-v30,5,sexratio,year,2040,18
wcde-v30,5,sexratio,year,2045,19
wcde-v30,5,sexratio,year,2050,20
wcde-v30,5,sexratio,year,2055,21
wcde-v30,5,sexratio,year,2060,22
wcde-v30,5,sexratio,year,2065,23
wcde-v30,5,sexratio,year,2070,24
wcde-v30,5,sexratio,year,2075,25
wcde-v30,5,sexratio,year,2080,26
wcde-v30,5,sexratio,year,2085,27
wcde-v30,5,sexratio,year,2090,28
wcde-v30,5,sexratio,year,2095,29
wcde-v30,5,sexratio,year,2100,30
wcde-v30,5,tdr,age,All,0
wcde-v30,5,tdr,edu,Total,0
wcde-v30,5,tdr,sex,Both,0
wcde-v30,5,tdr,year,2020,14
wcde-v30,5,tdr,year,2025,15
wcde-v30,5,tdr,year,2030,16
wcde-v30,5,tdr,year,2035,17
wcde-v30,5,tdr,year,2040,18
wcde-v30,5,tdr,year,2045,19
wcde-v30,5,tdr,year,2050,20
wcde-v30,5,tdr,year,2055,21
wcde-v30,5,tdr,year,2060,22
wcde-v30,5,tdr,year,2065,23
wcde-v30,5,tdr,year,2070,24
wcde-v30,5,tdr,year,2075,25
wcde-v30,5,tdr,year,2080,26
wcde-v30,5,tdr,year,2085,27
wcde-v30,5,tdr,year,2090,28
wcde-v30,5,tdr,year,2095,29
wcde-v30,5,tdr,year,2100,30
wcde-v30,5,tfr,age,All,0
wcde-v30,5,tfr,edu,Total,0
wcde-v30,5,tfr,sex,Female,2
wcde-v30,5,tfr,year,2020,14
wcde-v30,5,tfr,year,2025,15
wcde-v30,5,tfr,year,2030,16
wcde-v30,5,tfr,year,2035,17
wcde-v30,5,tfr,year,2040,18
wcde-v30,5,tfr,year,2045,19
wcde-v30,5,tfr,year,2050,20
wcde-v30,5,tfr,year,2055,21
wcde-v30,5,tfr,year,2060,22
wcde-v30,5,tfr,year,2065,23
wcde-v30,5,tfr,year,2070,24
wcde-v30,5,tfr,year,2075,25
wcde-v30,5,tfr,year,2080,26
wcde-v30,5,tfr,year,2085,27
wcde-v30,5,tfr,year,2090,28
wcde-v30,5,tfr,year,2095,29
wcde-v30,5,ydr,age,All,0
wcde-v30,5,ydr,edu,Total,0
wcde-v30,5,ydr,sex,Both,0
wcde-v30,5,ydr,year,2020,14
wcde-v30,5,ydr,year,2025,15
wcde-v30,5,ydr,year,2030,16
wcde-v30,5,ydr,year,2035,17
wcde-v30,5,ydr,year,2040,18
wcde-v30,5,ydr,year,2045,19
wcde-v30,5,ydr,year,2050,20
wcde-v30,5,ydr,year,2055,21
wcde-v30,5,ydr,year,2060,22
wcde-v30,5,ydr,year,2065,23
wcde-v30,5,ydr,year,2070,24
wcde-v30,5,ydr,year,2075,25
wcde-v30,5,ydr,year,2080,26
wcde-v30,5,ydr,year,2085,27
wcde-v30,5,ydr,year,2090,28
wcde-v30,5,ydr,year,2095,29
wcde-v30,5,ydr,year,2100,30
wcde-v31,1,asfr,age,15--19,4
wcde-v31,1,asfr,edu,Total,0
wcde-v31,1,asfr,sex,Female,2
wcde-v31,1,asfr,year,2020,14
wcde-v31,1,asfr,age,20--24,5
wcde-v31,1,asfr,age,25--29,6
wcde-v31,1,asfr,age,30--34,7
wcde-v31,1,asfr,age,35--39,8
wcde-v31,1,asfr,age,40--44,9
wcde-v31,1,asfr,age,45--49,10
wcde-v31,1,asfr,year,2025,15
wcde-v31,1,asfr,year,2030,16
wcde-v31,1,asfr,year,2035,17
wcde-v31,1,asfr,year,2040,18
wcde-v31,1,asfr,year,2045,19
wcde-v31,1,asfr,year,2050,20
wcde-v31,1,asfr,year,2055,21
wcde-v31,1,asfr,year,2060,22
wcde-v31,1,asfr,year,2065,23
wcde-v31,1,asfr,year,2070,24
wcde-v31,1,asfr,year,2075,25
wcde-v31,1,asfr,year,2080,26
wcde-v31,1,asfr,year,2085,27
wcde-v31,1,asfr,year,2090,28
wcde-v31,1,asfr,year,2095,29
wcde-v31,1,assr,age,Newborn,0
wcde-v31,1,assr,edu,Total,0
wcde-v31,1,assr,sex,Male,1
wcde-v31,1,assr,year,2020,14
wcde-v31,1,assr,age,0--4,1
wcde-v31,1,assr,age,5--9,2
wcde-v31,1,assr,age,10--14,3
wcde-v31,1,assr,age,15--19,4
wcde-v31,1,assr,age,20--24,5
wcde-v31,1,assr,age,25--29,6
wcde-v31,1,assr,age,30--34,7
wcde-v31,1,assr,age,35--39,8
wcde-v31,1,assr,age,40--44,9
wcde-v31,1,assr,age,45--49,10
wcde-v31,1,assr,age,50--54,11
wcde-v31,1,assr,age,55--59,12
wcde-v31,1,assr,age,60--64,13
wcde-v31,1,assr,age,65--69,14
wcde-v31,1,assr,age,70--74,15
wcde-v31,1,assr,age,75--79,16
wcde-v31,1,assr,age,80--84,17
wcde-v31,1,assr,age,85--89,18
wcde-v31,1,assr,age,90--94,19
wcde-v31,1,assr,age,95--99,20
wcde-v31,1,assr,age,100--104,21
wcde-v31,1,assr,sex,Female,2
wcde-v31,1,assr,year,2025,15
wcde-v31,1,assr,year,2030,16
wcde-v31,1,assr,year,2035,17
wcde-v31,1,assr,year,2040,18
wcde-v31,1,assr,year,2045,19
wcde-v31,1,assr,year,2050,20
wcde-v31,1,assr,year,2055,21
wcde-v31,1,assr,year,2060,22
wcde-v31,1,assr,year,2065,23
wcde-v31,1,assr,year,2070,24
wcde-v31,1,assr,year,2075,25
wcde-v31,1,assr,year,2080,26
wcde-v31,1,assr,year,2085,27
wcde-v31,1,assr,year,2090,28
wcde-v31,1,assr,year,2095,29
wcde-v31,1,bmys,age,15+,3
wcde-v31,1,bmys,edu,Total,0
wcde-v31,1,bmys,sex,Both,0
wcde-v31,1,bmys,year,2020,14
wcde-v31,1,bmys,age,25+,4
wcde-v31,1,bmys,age,20--39,5
wcde-v31,1,bmys,age,40--64,6
wcde-v31,1,bmys,age,60+,7
wcde-v31,1,bmys,age,65+,8
wcde-v31,1,bmys,age,80+,9
wcde-v31,1,bmys,age,20--64,10
wcde-v31,1,bmys,sex,Male,1
wcde-v31,1,bmys,sex,Female,2
wcde-v31,1,bmys,year,2025,15
wcde-v31,1,bmys,year,2030,16
wcde-v31,1,bmys,year,2035,17
wcde-v31,1,bmys,year,2040,18
wcde-v31,1,bmys,year,2045,19
wcde-v31,1,bmys,year,2050,20
wcde-v31,1,bmys,year,2055,21
wcde-v31,1,bmys,year,2060,22
wcde-v31,1,bmys,year,2065,23
wcde-v31,1,bmys,year,2070,24
wcde-v31,1,bmys,year,2075,25
wcde-v31,1,bmys,year,2080,26
wcde-v31,1,bmys,year,2085,27
wcde-v31,1,bmys,year,2090,28
wcde-v31,1,bmys,year,2095,29
wcde-v31,1,bmys,year,2100,30
wcde-v31,1,bpop,age,All,0
wcde-v31,1,bpop,edu,Total,0
wcde-v31,1,bpop,sex,Both,0
wcde-v31,1,bpop,year,2020,14
wcde-v31,1,bpop,age,0--14,1
wcde-v31,1,bpop,age,0--19,2
wcde-v31,1,bpop,age,15+,3
wcde-v31,1,bpop,age,25+,4
wcde-v31,1,bpop,age,20--39,5
wcde-v31,1,bpop,age,40--64,6
wcde-v31,1,bpop,age,60+,7
wcde-v31,1,bpop,age,65+,8
wcde-v31,1,bpop,age,80+,9
wcde-v31,1,bpop,age,20--64,10
wcde-v31,1,bpop,sex,Male,1
wcde-v31,1,bpop,sex,Female,2
wcde-v31,1,bpop,year,2025,15
wcde-v31,1,bpop,year,2030,16
wcde-v31,1,bpop,year,2035,17
wcde-v31,1,bpop,year,2040,18
wcde-v31,1,bpop,year,2045,19
wcde-v31,1,bpop,year,2050,20
wcde-v31,1,bpop,year,2055,21
wcde-v31,1,bpop,year,2060,22
wcde-v31,1,bpop,year,2065,23
wcde-v31,1,bpop,year,2070,24
wcde-v31,1,bpop,year,2075,25
wcde-v31,1,bpop,year,2080,26
wcde-v31,1,bpop,year,2085,27
wcde-v31,1,bpop,year,2090,28
wcde-v31,1,bpop,year,2095,29
wcde-v31,1,bpop,year,2100,30
wcde-v31,1,bprop,age,15+,3
wcde-v31,1,bprop,edu,No Education,2
wcde-v31,1,bprop,sex,Both,0
wcde-v31,1,bprop,year,2020,14
wcde-v31,1,bprop,edu,Incomplete Primary,3
wcde-v31,1,bprop,edu,Primary,4
wcde-v31,1,bprop,edu,Lower Secondary,5
wcde-v31,1,bprop,edu,Upper Secondary,6
wcde-v31,1,bprop,edu,Post Secondary,7
wcde-v31,1,bprop,edu,Short Post Secondary,8
wcde-v31,1,bprop,edu,Bachelor,9
wcde-v31,1,bprop,edu,Master and higher,10
wcde-v31,1,bprop,age,25+,4
wcde-v31,1,bprop,age,20--39,5
wcde-v31,1,bprop,age,40--64,6
wcde-v31,1,bprop,age,60+,7
wcde-v31,1,bprop,age,65+,8
wcde-v31,1,bprop,age,80+,9
wcde-v31,1,bprop,age,20--64,10
wcde-v31,1,bprop,sex,Male,1
wcde-v31,1,bprop,sex,Female,2
wcde-v31,1,bprop,year,2025,15
wcde-v31,1,bprop,year,2030,16
wcde-v31,1,bprop,year,2035,17
wcde-v31,1,bprop,year,2040,18
wcde-v31,1,bprop,year,2045,19
wcde-v31,1,bprop,year,2050,20
wcde-v31,1,bprop,year,2055,21
wcde-v31,1,bprop,year,2060,22
wcde-v31,1,bprop,year,2065,23
wcde-v31,1,bprop,year,2070,24
wcde-v31,1,bprop,year,2075,25
wcde-v31,1,bprop,year,2080,26
wcde-v31,1,bprop,year,2085,27
wcde-v31,1,bprop,year,2090,28
wcde-v31,1,bprop,year,2095,29
wcde-v31,1,bprop,year,2100,30
wcde-v31,1,cbr,age,All,0
wcde-v31,1,cbr,edu,Total,0
wcde-v31,1,cbr,sex,Both,0
wcde-v31,1,cbr,year,2020,14
wcde-v31,1,cbr,year,2025,15
wcde-v31,1,cbr,year,2030,16
wcde-v31,1,cbr,year,2035,17
wcde-v31,1,cbr,year,2040,18
wcde-v31,1,cbr,year,2045,19
wcde-v31,1,cbr,year,2050,20
wcde-v31,1,cbr,year,2055,21
wcde-v31,1,cbr,year,2060,22
wcde-v31,1,cbr,year,2065,23
wcde-v31,1,cbr,year,2070,24
wcde-v31,1,cbr,year,2075,25
wcde-v31,1,cbr,year,2080,26
wcde-v31,1,cbr,year,2085,27
wcde-v31,1,cbr,year,2090,28
wcde-v31,1,cbr,year,2095,29
wcde-v31,1,cdr,age,All,0
wcde-v31,1,cdr,edu,Total,0
wcde-v31,1,cdr,sex,Both,0
wcde-v31,1,cdr,year,2020,14
wcde-v31,1,cdr,year,2025,15
wcde-v31,1,cdr,year,2030,16
wcde-v31,1,cdr,year,2035,17
wcde-v31,1,cdr,year,2040,18
wcde-v31,1,cdr,year,2045,19
wcde-v31,1,cdr,year,2050,20
wcde-v31,1,cdr,year,2055,21
wcde-v31,1,cdr,year,2060,22
wcde-v31,1,cdr,year,2065,23
wcde-v31,1,cdr,year,2070,24
wcde-v31,1,cdr,year,2075,25
wcde-v31,1,cdr,year,2080,26
wcde-v31,1,cdr,year,2085,27
wcde-v31,1,cdr,year,2090,28
wcde-v31,1,cdr,year,2095,29
wcde-v31,1,e0,age,All,0
wcde-v31,1,e0,edu,Total,0
wcde-v31,1,e0,sex,Male,1
wcde-v31,1,e0,year,2020,14
wcde-v31,1,e0,sex,Female,2
wcde-v31,1,e0,year,2025,15
wcde-v31,1,e0,year,2030,16
wcde-v31,1,e0,year,2035,17
wcde-v31,1,e0,year,2040,18
wcde-v31,1,e0,year,2045,19
wcde-v31,1,e0,year,2050,20
wcde-v31,1,e0,year,2055,21
wcde-v31,1,e0,year,2060,22
wcde-v31,1,e0,year,2065,23
wcde-v31,1,e0,year,2070,24
wcde-v31,1,e0,year,2075,25
wcde-v31,1,e0,year,2080,26
wcde-v31,1,e0,year,2085,27
wcde-v31,1,e0,year,2090,28
wcde-v31,1,e0,year,2095,29
wcde-v31,1,easfr,age,15--19,4
wcde-v31,1,easfr,edu,No Education,2
wcde-v31,1,easfr,sex,Female,2
wcde-v31,1,easfr,year,2020,14
wcde-v31,1,easfr,edu,Incomplete Primary,3
wcde-v31,1,easfr,edu,Primary,4
wcde-v31,1,easfr,edu,Lower Secondary,5
wcde-v31,1,easfr,edu,Upper Secondary,6
wcde-v31,1,easfr,edu,Post Secondary,7
wcde-v31,1,easfr,age,20--24,5
wcde-v31,1,easfr,age,25--29,6
wcde-v31,1,easfr,age,30--34,7
